"name","pronunciation","meaning","type","length","weight","diet","teeth","food","how_moved","when_it_lived","found_it","taxonomy","foundators","year","species_type","comments","img_url","length_clean","diet_clean","num_taxonomy","site1","site2","site3","site4","era","time_range","start","end"
"Rajasaurus","RAH-juh-sore-us","'Princely lizard'","large theropod","6.6m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 72-66 million years ago","India","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Abelisauridae","Wilson and colleagues ","(2003) ","narmadensis","  Rajasaurus was a large meat-eating dinosaur that lived towards the end of the Cretaceous Period in what is now India. It was a kind of abelisaur, a group that also contains the well-known dinosaur Carnotaurus.  Rajasaurus sported a single short horn on t","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/rajasaurus.jpg",6.6,"carnivorous",6,"India",NA,NA,NA,"Late Cretaceous","72-66 million years ago",72,66
"Rebbachisaurus","re-bash-i-sore-us","'[Ait] Rebbach lizard'","sauropod","20.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 112-99 million years ago","Morocco","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Rebbachisauridae","Lavocat ","(1954) ","garasbae","  Rebbachisaurus is known only from dorsal vertebrae (part of the backbone), scapula, humerus and sacrum, so reconstructions are quite speculative. But we know it had large spines on its backbone which could have supported a 'sail'.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rebbachisaurus.jpg",20,"herbivorous",8,"Morocco",NA,NA,NA,"Early Cretaceous","112-99 million years ago",112,99
"Rhabdodon","RAB-doh-don","'rod tooth'","large ornithopod","4.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 76-70 million years ago","Austria,
						
							France,
						
							Romania,
						
							Spain","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Rhabdodontidae","Matherton ","(1869) ","priscus",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/rhab.jpg",4,"herbivorous",6,"Austria","France","Romania","Spain","Late Cretaceous","76-70 million years ago",76,70
"Rhoetosaurus","reet-oh-sore-us","'Rhoetan lizard'","sauropod","15.0m",NA,"herbivorous",NA,NA,NA,"Mid Jurassic, 177-169 million years ago","Australia","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda","Longman ","(1926) ","brownei","  Only a partial skeleton of Rhoetosaurus has been found.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rhoetosaurus.jpg",15,"herbivorous",4,"Australia",NA,NA,NA,"Mid Jurassic","177-169 million years ago",177,169
"Rinchenia","rin-chen-ee-ah","'Rinchen'","small theropod","2.5m",NA,"omnivorous",NA,NA,NA,"Late Cretaceous, 72-68 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Oviraptorinae","Barsbold ","(1986) ","mongoliensis","  Rinchenia is known from a skull and fragmentary postcrania, so reconstructions are quite speculative, based on similar dinosaurs.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rinchenia.jpg",2.5,"omnivorous",14,"Mongolia",NA,NA,NA,"Late Cretaceous","72-68 million years ago",72,68
"Riojasaurus","ree-oh-hah-sore-us","'[La] Rioja lizard'","prosauropod","5.15m",NA,"herbivorous or omnivorous",NA,NA,NA,"Late Triassic, 221-210 million years ago","Argentina","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Melanorosauridae","Bonaparte ","(1969) ","incertus","  20 Riojasaurus skeletons have been found, both adult and young.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Riojasaurus.jpg",5.15,"omnivorous",6,"Argentina",NA,NA,NA,"Late Triassic","221-210 million years ago",221,210
"Rugops","roo-gops","'wrinkle face'","large theropod","7.0m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 95 million years ago","Niger","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria, Abelisauridae","Sereno, Wilson and Conrad ","(2004) ","primus","  Rugops is known from an almost complete skull. The skull is relatively delicate, suggesting that this was a scavenger, not an attacking dinosaur like Tyrannosaurus. Rows of holes in the skull may indicate that it had a crest of some kind.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Rugops.jpg",7,"carnivorous",6,"Niger",NA,NA,NA,"Late Cretaceous","95 million years ago",95,95
"Saichania","sigh-CHAN-ee-a","'beautiful'","armoured dinosaur","6.6m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 80 million years ago","Mongolia","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae","MaryaÃÂ±ska ","(1977) ","chulsanensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/saich.jpg",6.6,"herbivorous",5,"Mongolia",NA,NA,NA,"Late Cretaceous","80 million years ago",80,80
"Saltasaurus","salt-a-sore-us","'Salta lizard'","sauropod","12.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 70-66 million years ago","Argentina","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Saltasauridae","Bonaparte and Powell ","(1980) ","loricatus","  Fossils have been found showing that Saltasaurus had small bony nodules embedded in its skin, finally confirming that one a least one group of sauropods, called titanosaurs, had armour plates.  Saltasaurus is one of the last sauropods, living just before","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/salta.jpg",12,"herbivorous",12,"Argentina",NA,NA,NA,"Late Cretaceous","70-66 million years ago",70,66
"Sarcosaurus","sahr-koh-sore-us","'flesh lizard'","small theropod","3.0m",NA,"carnivorous",NA,NA,NA,"Early Jurassic, 202-195 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Ceratosauria","Andrews ","(1921) ","woodi","  A partial pelvis (hip), femur and vertebrae (backbone) belonging to Sarcosaurus have been found.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sarcosaurus.jpg",3,"carnivorous",5,"England","UnitedKingdom",NA,NA,"Early Jurassic","202-195 million years ago",202,195
"Saurolophus","SORE-oh-LOAF-us","'ridged lizard'","large ornithopod","9.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 74-70 million years ago","Canada,
						
							Mongolia","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Euhadrosauria, Hadrosaurinae","Brown ","(1912) ","osborni",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/sauro.jpg",9,"herbivorous",6,"Canada","Mongolia",NA,NA,"Late Cretaceous","74-70 million years ago",74,70
"Sauropelta","sore-oh-pelt-ah","'lizard shield'","armoured dinosaur","6.5m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 121-94 million years ago","USA","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Nodosauridae","Ostrom ","(1970) ","edwardsorum","  Sauropelta had large shoulder spines.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sauropelta.jpg",6.5,"herbivorous",5,"USA",NA,NA,NA,"Early Cretaceous","121-94 million years ago",121,94
"Saurophaganax","sore-oh-fag-ah-naks","'king of the lizard eaters'","large theropod","12.0m",NA,"carnivorous",NA,NA,NA,"Late Jurassic, 154-142 million years ago","USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Allosauridae","Chure ","(1996) ","maximus",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Saurophaganax.jpg",12,"carnivorous",9,"USA",NA,NA,NA,"Late Jurassic","154-142 million years ago",154,142
"Saurornithoides","sore-OR-nith-OID-eez","'bird-like lizard'","small theropod","3.0m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 85-80 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Paraves, Eumaniraptoria, Troodontidae","Osborn ","(1924) ","mongoliensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/saurorn.jpg",3,"carnivorous",6,"Mongolia",NA,NA,NA,"Late Cretaceous","85-80 million years ago",85,80
"Scelidosaurus","skel-EYE-doh-sore-us","'limb lizard'","armoured dinosaur","4.0m",NA,"herbivorous",NA,NA,NA,"Early Jurassic, 208-194 million years ago","England,
						
							United Kingdom","Dinosauria, Ornithischia, Thyreophora, Scelidosauridae","Owen ","(1868) ","harrisonii",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/scelid.jpg",4,"herbivorous",4,"England","UnitedKingdom",NA,NA,"Early Jurassic","208-194 million years ago",208,194
"Scutellosaurus","skoo-tell-oh-sore-us","'small shield lizard'","armoured dinosaur","1.2m",NA,"herbivorous",NA,NA,NA,"Early Jurassic, 205-202 million years ago","USA","Dinosauria, Ornithischia, Thyreophora","Colbert ","(1981) ","lawleri",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Scutellosaurus.jpg",1.2,"herbivorous",3,"USA",NA,NA,NA,"Early Jurassic","205-202 million years ago",205,202
"Secernosaurus","see-ser-noh-sore-us","'separated lizard'","large ornithopod","3.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 71-66 million years ago","Argentina","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae","Brett-Surman ","(1979) ","koerneri","  Secernosaurus was the first hadrosaurid to be found in South America.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Secernosaurus.jpg",3,"herbivorous",4,"Argentina",NA,NA,NA,"Late Cretaceous","71-66 million years ago",71,66
"Segisaurus","sayg-ee-sore-us","'Segi [Canyon] lizard'","small theropod","1.5m",NA,"carnivorous",NA,NA,NA,"Mid Jurassic, 195-180 million years ago","USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea, Coelophysidae","Camp ","(1936) ","halli","  Segisaurus is known only from a partial postcranial skeleton. No full adult has been found, but this was a small carnivorous dinosaur and probably ate insects.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Segisaurus.jpg",1.5,"carnivorous",6,"USA",NA,NA,NA,"Mid Jurassic","195-180 million years ago",195,180
"Segnosaurus","SEG-no-SORE-us","'slow lizard'","large theropod","4.0m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 97-88 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae","Perle ","(1979) ","galbinensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/segno.jpg",4,"carnivorous",12,"Mongolia",NA,NA,NA,"Late Cretaceous","97-88 million years ago",97,88
"Shamosaurus","shah-maw-sore-us","'desert lizard'","armoured dinosaur",NA,NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 121-99 million years ago","Mongolia","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae","Tumanova ","(1983) ","scutatus","  A skull and partial skeleton of Shamosaurus have been found, but not enough to estimate its full length.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Shamosaurus.jpg",NA,"herbivorous",5,"Mongolia",NA,NA,NA,"Early Cretaceous","121-99 million years ago",121,99
"Shanag","sha-nag","'named after the dancers in the Buddhist Tsam festival'","small theropod","0.45m",NA,"carnivorous",NA,NA,NA,"Early Cretaceous, 126-142 million years ago","Mongolia","Dinosauria, Saurischia","Turner, Hwang and Norell ","(2007) ","ashile","  Shanag is known only from skull fragments.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/shanag.jpg",0.45,"carnivorous",2,"Mongolia",NA,NA,NA,"Early Cretaceous","126-142 million years ago",126,142
"Shantungo-saurus","shan-TUN-go-sore-us","'Shantung (=Shandong) lizard'","large ornithopod","15.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 78-74 million years ago","China","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Euhadrosauria, Hadrosaurinae","Hu ","(1973) ","giganteus",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/shantung.jpg",15,"herbivorous",6,"China",NA,NA,NA,"Late Cretaceous","78-74 million years ago",78,74
"Shunosaurus","SHOON-oh-SORE-us","'Shuno lizard'","sauropod","10.0m",NA,"herbivorous",NA,NA,NA,"Mid Jurassic, 170-160 million years ago","China","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda","Dong, Zhou and Zhang ","(1983) ","lii",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/shuno.jpg",10,"herbivorous",5,"China",NA,NA,NA,"Mid Jurassic","170-160 million years ago",170,160
"Shuvuuia","shu-voo-ee-ah","'bird'","small theropod","0.6m",NA,"omnivorous",NA,NA,NA,"Late Cretaceous, 75-81 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Alvarezsauridae","Chiappe, Norell and Clark ","(1998) ","deserti","  Shuvuuia is known from a well-preserved skull and postcranium. This very small desert dinosaur may have eaten termites. Its lower jaw was not interlocked with the skull, allowing its mouth to open very wide for larger prey.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Shuvuuia.jpg",0.6,"omnivorous",11,"Mongolia",NA,NA,NA,"Late Cretaceous","75-81 million years ago",75,81
"Silvisaurus","sil-vi-sore-us","'forest lizard'","armoured dinosaur","4.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 121-112 million years ago","USA","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Nodosauridae","Eaton ","(1960) ","condrayi","  Silvisaurus is known from a skull and fragmentary postcrania, so reconstructions are mostly guesswork based on similar dinosaurs.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Silvisaurus.jpg",4,"herbivorous",5,"USA",NA,NA,NA,"Early Cretaceous","121-112 million years ago",121,112
"Sinocalliopteryx","sie-no-kall-ee-op-ter-iks","'Chinese beautiful feather'","small theropod","2.37m",NA,"carnivorous",NA,NA,NA,"Early Cretaceous, 125 million years ago","China","Dinosauria, Saurischia","Ji, Ji, LÃÂ¼ and Yuan ","(2007) ","gigas","  Sinocalliopteryx is known from a complete skeleton with preserved filamentous integumentary structures (hair-like 'protofeathers'). Part of the leg of a dromaeosaurid (a small, fast-moving dinosaur that walked on 2 legs) and also some gastroliths (stomac","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/sinocalliopteryx.jpg",2.37,"carnivorous",2,"China",NA,NA,NA,"Early Cretaceous","125 million years ago",125,125
"Sinornithosaurus","sine-or-nith-oh-sore-us","'Chinese bird lizard'","small theropod","2.0m",NA,"carnivorous",NA,NA,NA,"Early Cretaceous, 122-120 million years ago","China","Dinosauria, Saurischia, Theropoda, Dromaeosauridae","Xu, Wang and Wu ","(1999) ","millenii",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinornithosaurus.jpg",2,"carnivorous",4,"China",NA,NA,NA,"Early Cretaceous","122-120 million years ago",122,120
"Sinosauropteryx","sine-oh-sore-op-ter-iks","'Chinese lizard wing'","small theropod","1.1m",NA,"carnivorous",NA,"small animals, including mammals and lizards","on 2 legs","Early Cretaceous, 125-122 million years ago","China","Dinosauria, Saurischia, Theropoda, Compsognathidae","Ji and Ji ","(1996) ","prima"," Sinosauropteryx Sinosauropteryx was a small, meat-eating dinosaur. It had a covering of primitive feathers, which were thin and hair-like.  It was the first feathered dinosaur discovered that wasn't directly related to birds. Sinosauropteryx Another speci","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/sinosauropteryx-ml.jpg",1.1,"carnivorous",4,"China",NA,NA,NA,"Early Cretaceous","125-122 million years ago",125,122
"Sinovenator","sien-oh-vee-nay-tor","'Chinese hunter'","small theropod","1.0m",NA,"carnivorous",NA,NA,NA,"Early Cretaceous, 127-121 million years ago","China","Dinosauria, Saurischia, Theropoda, Paraves, Eumaniraptoria, Troodontidae","Xu, Norell, Wang, Makovicky and Wu ","(2002) ","changii","  A partial skeleton and skulls of Sinvenator have been found.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinvenator.jpg",1,"carnivorous",6,"China",NA,NA,NA,"Early Cretaceous","127-121 million years ago",127,121
"Sinraptor","sien-rap-tor","'Chinese plunderer'","large theropod","7.6m",NA,"carnivorous",NA,NA,NA,"Mid Jurassic, 169-142 million years ago","China","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Sinraptoridae","Gao ","(1992) ","hepingensis","  Almost complete skeletons of Sinraptor have been found.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sinraptor.jpg",7.6,"carnivorous",9,"China",NA,NA,NA,"Mid Jurassic","169-142 million years ago",169,142
"Sonidosaurus","soh-nid-oh-sore-us","'Sonid (area in which the type locality is) lizard'","sauropod","9.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 89-66 million years ago","China","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria","Xu, Zhang, Tan, Zhao and Tan ","(2006) ","saihangaobiensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Sonidosaurus.jpg",9,"herbivorous",10,"China",NA,NA,NA,"Late Cretaceous","89-66 million years ago",89,66
"Spinosaurus","SPINE-oh-SORE-us","'spine lizard'","large theropod","14.0m","7400kg","carnivorous","smooth and cone-shaped","fish and maybe other dinosaurs",NA,"Late Cretaceous, 99-94 million years ago","Egypt,
						
							Morocco","Dinosauria, Saurischia, Theropoda, Spinosauridae, Spinosaurini","Stromer ","(1915) ","aegyptiacus","  Spinosaurus was a large meat-eating dinosaur from Africa. Scientists think it may have lived a semi-aquatic lifestyle.  Our understanding of Spinosaurus has changed in recent years. For over 100 years we only had very incomplete remains of this dinosaur.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/spinosaurus.jpg",14,"carnivorous",5,"Egypt","Morocco",NA,NA,"Late Cretaceous","99-94 million years ago",99,94
"Staurikosaurus","stor-ik-oh-sore-us","'Southern Cross lizard'","early dinosaur","2.0m",NA,"carnivorous",NA,NA,NA,"Late Triassic, 227-221 million years ago","Brazil","Dinosauria, Saurischia, Theropoda, Herrerasauridae","Colbert ","(1970) ","pricei","  Staurikosaurus was one of the earliest dinosaurs.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Staurikosaurus.jpg",2,"carnivorous",4,"Brazil",NA,NA,NA,"Late Triassic","227-221 million years ago",227,221
"Stegoceras","ste-GOS-er-as","'horny roof'","pachycephalosaur","2.4m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 76-74 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Pachycephalosauria, Pachycephalosauridae","Lambe ","(1902) ","validum",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/stegoceras.jpg",2.4,"herbivorous",7,"Canada","USA",NA,NA,"Late Cretaceous","76-74 million years ago",76,74
"Stegosaurus","STEG-oh-SORE-us","'roof lizard'","armoured dinosaur","9.0m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 152-145 million years ago","USA","Dinosauria, Ornithischia, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae","Marsh ","(1877) ","armatus","  A large, slow moving plant-eater, Stegosaurus would have defended itself from predators like Allosaurus and Ceratosaurus with its powerful spiked tail.  The bony plates along its back were embedded in the skin of the animal, not attached to its skeleton,","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/stego.jpg",9,"herbivorous",6,"USA",NA,NA,NA,"Late Jurassic","152-145 million years ago",152,145
"Stenopelix","ste-nop-e-liks","'narrow pelvis'","ceratopsian","1.5m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 127-121 million years ago","Germany","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Pachycephalosauria","Meyer ","(1857) ","valdensis","  Stenopelix is only known from a fragmentary specimen.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Stenopelix.jpg",1.5,"herbivorous",6,"Germany",NA,NA,NA,"Early Cretaceous","127-121 million years ago",127,121
"Struthiomimus","STRUTH-ee-oh-MEEM-us","'ostrich mimic'","small theropod","4.0m","150kg","omnivorous","horny beak, no teeth","unknown, could have eaten both plants and small animals","on 2 legs","Late Cretaceous, 76-74 million years ago","Canada","Dinosauria, Saurischia, Theropoda, Ornithomimosauria, Ornithomimidae","Osborn ","(1917) ","altus","  Struthiomimus looked a bit like a featherless ostrich with a long tail.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/struthio.jpg",4,"omnivorous",5,"Canada",NA,NA,NA,"Late Cretaceous","76-74 million years ago",76,74
"Struthiosaurus","strew-thee-oh-sore-us","'ostrich lizard'","armoured dinosaur","2.5m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 83-75 million years ago","Austria,
						
							France,
						
							Romania,
						
							Spain","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Nodosauridae","Bunzel ","(1871) ","austriacus","  Struthiosaurus may have been a dwarf ankylosaur, living on islands.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Struthiosaurus.jpg",2.5,"herbivorous",5,"Austria","France","Romania","Spain","Late Cretaceous","83-75 million years ago",83,75
"Stygimoloch","stij-i-mol-ok","'Styx demon'","pachycephalosaur","3.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 67-66 million years ago","USA","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Pachycephalosauria, Pachycephalosauridae","Galton and Sues ","(1983) ","spinifer","  Most scientists now think that Stygimoloch was a younger form of Pachycephalosaurus rather than a separate species.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Stygimoloch.jpg",3,"herbivorous",7,"USA",NA,NA,NA,"Late Cretaceous","67-66 million years ago",67,66
"Styracosaurus","sty-RAK-oh-sore-us","'spiked lizard'","ceratopsian","5.5m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 76-70 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae","Lambe ","(1913) ","albertensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/styrac.jpg",5.5,"herbivorous",10,"Canada","USA",NA,NA,"Late Cretaceous","76-70 million years ago",76,70
"Suchomimus","sook-oh-mim-us","'crocodile mimic'","large theropod","11.0m",NA,"carnivorous",NA,NA,NA,"Early Cretaceous, 121-112 million years ago","Niger","Dinosauria, Saurischia, Theropoda, Spinosauridae, Baryonychinae","Sereno, Beck, Dutheil, Gado, Larsson, Lyon, Marcot, Rauhut, Sadleir, Sidor, Varricchio, Wilson and Wilson ","(1998) ","tenerensis","  This dinosaur is similar to Spinosaurus and Baryonyx.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Suchomimus.jpg",11,"carnivorous",5,"Niger",NA,NA,NA,"Early Cretaceous","121-112 million years ago",121,112
"Supersaurus","sue-per-sore-us","'super lizard'","sauropod","35.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 154-142 million years ago","USA","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Diplodocidae","Jansen ","(1985) ","vivianae","  Known only from certain bones, including vertebrae (backbones).","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Supersaurus.jpg",35,"herbivorous",8,"USA",NA,NA,NA,"Early Cretaceous","154-142 million years ago",154,142
"Talarurus","tal-a-roor-us","'wicker tail'","armoured dinosaur","6.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 99-89 million years ago","Mongolia","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae","Maleev ","(1952) ","plicatospineus","  Talarurus is known from fairly complete skeletons.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Talarurus.jpg",6,"herbivorous",5,"Mongolia",NA,NA,NA,"Late Cretaceous","99-89 million years ago",99,89
"Tanius","tahn-ee-us","'[H. C.] Tan'","large ornithopod",NA,NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 89-66 million years ago","China","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae","Wiman ","(1929) ","sinensis","  Both skull and postcranial material has been found for this dinosaur.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tanius.jpg",NA,"herbivorous",4,"China",NA,NA,NA,"Late Cretaceous","89-66 million years ago",89,66
"Tarbosaurus","TAR-bow-SORE-us","'alarming lizard'","large theropod","10.0m",NA,"carnivorous",NA,NA,NA,"Late Cretaceous, 74-70 million years ago","China,
						
							Mongolia","Dinosauria, Saurischia, Theropoda, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae","Maleev ","(1955) ","bataar","  Tarbosaurus is very like Tyrannosaurus.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tarbo.jpg",10,"carnivorous",6,"China","Mongolia",NA,NA,"Late Cretaceous","74-70 million years ago",74,70
"Tarchia","TAR-kee-ah","'brainy one'","armoured dinosaur","5.5m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 75-70 million years ago","Mongolia","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae","Maryanska ","(1977) ","kielanae","  Tarchia was an ankylosaur, a heavily armoured type of dinosaur.  Like many ankylosaurs, Tarchia sported a hard, bony club on the end of its tail. Experts have debated whether the club was used for defending against predators, for fighting other Tarchia o","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tarchia-ml.jpg",5.5,"herbivorous",5,"Mongolia",NA,NA,NA,"Late Cretaceous","75-70 million years ago",75,70
